time,price,amusement,interest,pride,joy,pleasure,relief,compassion,admiration,contentment,love,disappointment,regret,sadness,shame,guilt,hate,contempt,disgust,fear,anger
15-02-16,0,2,2,3,0,0,0,0,0,54,0,4,0,5,0,0,0,0,0,9,0
16-02-16,691.0,0,0,0,0,0,0,0,0,103,0,20,3,0,0,0,0,0,0,144,3
17-02-16,708.400024,0,4,9,0,0,0,0,0,102,9,20,3,2,0,0,0,0,0,33,0
18-02-16,697.349976,0,8,12,0,0,0,0,0,85,33,25,0,0,0,0,0,0,0,30,0
19-02-16,700.909973,0,0,3,0,0,0,0,0,76,3,57,0,0,0,0,0,0,0,5,5
